address,area,bedrooms,city,postal_code,posting_date,price,property_type,rooms,sale_date,title,url,year_built
Boeg- Stuurboord (Bouwnr. 19),,,Alphen-aan-den-Rijn,2404 AA,,420000,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40612121-boeg-stuurboord-bouwnr-19/,2019
Boeg- Stuurboord (Bouwnr. 25),,,Alphen-aan-den-Rijn,2404 AA,,450000,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40612122-boeg-stuurboord-bouwnr-25/,2019
Boeg- Stuurboord (Bouwnr. 1),,,Alphen-aan-den-Rijn,2404 AA,,385000,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40819725-boeg-stuurboord-bouwnr-1/,2019
Noordeinde 275,,,Boskoop,2771 WN,,585000,house,6,,,https://www.funda.nl/koop/boskoop/huis-86026953-noordeinde-275/,1999
Evenaar 115,,,Alphen-aan-den-Rijn,2408 DA,,220000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86175197-evenaar-115/,1991
Achtermiddenweg 8,,,Aarlanderveen,2445 AA,,1100000,house,2,,,https://www.funda.nl/koop/aarlanderveen/huis-40814530-achtermiddenweg-8/,1906
Kloppend Hart appartementen (Bouwnr. 6),,,Alphen-aan-den-Rijn,2408 LJ,,579000,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40885478-kloppend-hart-appartementen-bouwnr-6/,2019
Kloppend Hart appartementen (Bouwnr. 21),,,Alphen-aan-den-Rijn,2408 LJ,,589000,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40885479-kloppend-hart-appartementen-bouwnr-21/,2019
Kloppend Hart appartementen (Bouwnr. 26),,,Alphen-aan-den-Rijn,2408 LJ,,585000,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40885484-kloppend-hart-appartementen-bouwnr-26/,2019
Geschakelde Villa type A (Bouwnr. 61),,,Alphen-aan-den-Rijn,2408 LJ,,575000,house,7,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40711288-geschakelde-villa-type-a-bouwnr-61/,2019
Geschakelde Villa type A (Bouwnr. 68),,,Alphen-aan-den-Rijn,2408 LJ,,539000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40711294-geschakelde-villa-type-a-bouwnr-68/,2019
Geschakelde Villa type A (Bouwnr. 71),,,Alphen-aan-den-Rijn,2408 LJ,,549000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40711295-geschakelde-villa-type-a-bouwnr-71/,2019
Kloostertuinen Fase 2 (Bouwnr. 43),,,Alphen-aan-den-Rijn,2408 AA,,739000,house,7,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40662935-kloostertuinen-fase-2-bouwnr-43/,2019
Kloostertuinen Fase 2 (Bouwnr. 44),,,Alphen-aan-den-Rijn,2408 AA,,719000,house,7,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40662936-kloostertuinen-fase-2-bouwnr-44/,2019
Kloostertuinen Fase 2 (Bouwnr. 45),,,Alphen-aan-den-Rijn,2408 AA,,719000,house,7,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40662937-kloostertuinen-fase-2-bouwnr-45/,2019
Weids (Bouwnr. 53),,,Hazerswoude,2391 EM,,445000,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750596-weids-bouwnr-53/,2019
Weids (Bouwnr. 54),,,Hazerswoude,2391 EM,,445000,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750597-weids-bouwnr-54/,2019
Weids (Bouwnr. 57),,,Hazerswoude,2391 EM,,445000,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750599-weids-bouwnr-57/,2019
Weids (Bouwnr. 81),,,Hazerswoude,2391 EM,,439500,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750504-weids-bouwnr-81/,2019
Weids (Bouwnr. 79),,,Hazerswoude,2391 EM,,435000,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750592-weids-bouwnr-79/,2019
Weids (Bouwnr. 82),,,Hazerswoude,2391 EM,,442500,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750505-weids-bouwnr-82/,2019
Zuideinde 41 *,,,Aarlanderveen,2445 AT,,750000,house,5,,,https://www.funda.nl/koop/aarlanderveen/huis-40624319-zuideinde-41/,2018
Marga Klompéstraat 51,,,Alphen-aan-den-Rijn,2401 MG,,400000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86112862-marga-klompestraat-51/,1985
Brederodestraat 59,,,Alphen-aan-den-Rijn,2406 WZ,,195000,house,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86176455-brederodestraat-59/,1935
Aristoteleslaan 12,,,Alphen-aan-den-Rijn,2408 DT,,579500,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86250710-aristoteleslaan-12/,2007
Händelhof 55,,,Alphen-aan-den-Rijn,2402 GV,,240000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86270356-handelhof-55/,1971
Bolder (Bouwnr. 27),,,Alphen-aan-den-Rijn,2404 AA,,385000,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40612149-bolder-bouwnr-27/,2019
Bolder (Bouwnr. 29),,,Alphen-aan-den-Rijn,2404 AA,,375000,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40612141-bolder-bouwnr-29/,2019
Bolder (Bouwnr. 28),,,Alphen-aan-den-Rijn,2404 AA,,380000,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40612140-bolder-bouwnr-28/,2019
Bouwnummer (Bouwnr. 38),,,Alphen-aan-den-Rijn,2406 BZ,,405000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40680736-bouwnummer-bouwnr-38/,2019
Bouwnummer (Bouwnr. 7),,,Alphen-aan-den-Rijn,2405 BV,,399900,house,9,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40637614-bouwnummer-bouwnr-7/,2019
Bouwnummer (Bouwnr. 9),,,Alphen-aan-den-Rijn,2405 BV,,399900,house,9,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40637616-bouwnummer-bouwnr-9/,2019
Bouwnummer (Bouwnr. 10),,,Alphen-aan-den-Rijn,2405 BV,,389900,house,9,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40637617-bouwnummer-bouwnr-10/,2019
Bouwnummer (Bouwnr. 1),,,Alphen-aan-den-Rijn,2406 BZ,,565000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40686739-bouwnummer-bouwnr-1/,2019
Bouwnummer (Bouwnr. 14),,,Alphen-aan-den-Rijn,2406 BZ,,475000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40680714-bouwnummer-bouwnr-14/,2019
Bouwnummer (Bouwnr. 15),,,Alphen-aan-den-Rijn,2406 BZ,,495000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40680715-bouwnummer-bouwnr-15/,2019
Bouwnummer (Bouwnr. 35),,,Alphen-aan-den-Rijn,2406 BZ,,495000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40680717-bouwnummer-bouwnr-35/,2019
Bouwnummer (Bouwnr. 30),,,Alphen-aan-den-Rijn,2405 BV,,435000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40637607-bouwnummer-bouwnr-30/,2019
Bouwnummer (Bouwnr. 31),,,Alphen-aan-den-Rijn,2405 BV,,445000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40637608-bouwnummer-bouwnr-31/,2019
Kloostertuinen Fase 2 (Bouwnr. 24),,,Alphen-aan-den-Rijn,2408 AA,,545000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40662916-kloostertuinen-fase-2-bouwnr-24/,2019
Kloostertuinen Fase 2 (Bouwnr. 27),,,Alphen-aan-den-Rijn,2408 AA,,539000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40662919-kloostertuinen-fase-2-bouwnr-27/,2019
Kloostertuinen Fase 2 (Bouwnr. 35),,,Alphen-aan-den-Rijn,2408 AA,,519000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40662927-kloostertuinen-fase-2-bouwnr-35/,2019
